"url","title","framework","path","github_url"
"http://jsfiddle.net/cscie3/x64bmpuf/","jQuery vs fetch() (ES6) AJAX, Promises","jQuery 3.3.1","examples/jquery-vs-fetch-es6-ajax-promises-x64bmpuf","https://jsfiddle.net/gh/get/jquery/3.3.1/arthurian/e3-jsfiddles/tree/master/examples/jquery-vs-fetch-es6-ajax-promises-x64bmpuf/"
"http://jsfiddle.net/cscie3/e7bvy3bs/","jQuery.each() vs jQuery().each()","jQuery 1.11.0","examples/jqueryeach-vs-jqueryeach-e7bvy3bs","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/examples/jqueryeach-vs-jqueryeach-e7bvy3bs/"
"http://jsfiddle.net/cscie3/upbf4cm1/","Week 13: JWPlayer JS API","jQuery 1.11.0","examples/jwplayer-js-api-upbf4cm1","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/examples/jwplayer-js-api-upbf4cm1/"
"http://jsfiddle.net/cscie3/8393okyv/","KeyCodes and the 'key' property","No-Library (pure JS)","examples/keycodes-and-the-key-property-8393okyv","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/keycodes-and-the-key-property-8393okyv/"
"http://jsfiddle.net/cscie3/j1uLsvay/","KeyCodes","No-Library (pure JS)","examples/keycodes-j1ulsvay","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/keycodes-j1ulsvay/"
"http://jsfiddle.net/cscie3/gqehd7tj/","Let/block scope example from MDN","No-Library (pure JS)","examples/letblock-scope-example-from-mdn-gqehd7tj","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/letblock-scope-example-from-mdn-gqehd7tj/"
"http://jsfiddle.net/cscie3/msuey6ep/","logMessage() for alternate logging options","No-Library (pure JS)","examples/logmessage-for-alternate-logging-options-msuey6ep","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/logmessage-for-alternate-logging-options-msuey6ep/"
"http://jsfiddle.net/cscie3/52nvLjvm/","Loops: break and continue","No-Library (pure JS)","examples/loops-break-and-continue-52nvljvm","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/loops-break-and-continue-52nvljvm/"
"http://jsfiddle.net/cscie3/achc8ekd/","Meaning of this: call() and apply()","No-Library (pure JS)","examples/meaning-of-this-call-and-apply-achc8ekd","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/meaning-of-this-call-and-apply-achc8ekd/"
"http://jsfiddle.net/cscie3/r6jj1Loa/","Meaning of this: methods of objects","No-Library (pure JS)","examples/meaning-of-this-methods-of-objects-r6jj1loa","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/meaning-of-this-methods-of-objects-r6jj1loa/"
"http://jsfiddle.net/cscie3/xnbn6hc8/","Multiple Traditional Handler Assignments","No-Library (pure JS)","examples/multiple-traditional-handler-assignments-xnbn6hc8","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/multiple-traditional-handler-assignments-xnbn6hc8/"
"http://jsfiddle.net/cscie3/9n9e33nt/","Nested Conditionals with Else","No-Library (pure JS)","examples/nested-conditionals-with-else-9n9e33nt","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/nested-conditionals-with-else-9n9e33nt/"
"http://jsfiddle.net/cscie3/5915dnb7/","NodeTypes","No-Library (pure JS)","examples/nodetypes-5915dnb7","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/nodetypes-5915dnb7/"
"http://jsfiddle.net/cscie3/0w3ww42o/","Operators for Math or String concatenation","No-Library (pure JS)","examples/operators-for-math-or-string-concatenation-0w3ww42o","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/operators-for-math-or-string-concatenation-0w3ww42o/"
"http://jsfiddle.net/cscie3/vjv3uf5L/","Pass-by-value vs. Pass-by-reference","No-Library (pure JS)","examples/pass-by-value-vs-pass-by-reference-vjv3uf5l","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/pass-by-value-vs-pass-by-reference-vjv3uf5l/"
"http://jsfiddle.net/cscie3/ne2hmhn4/","Passing functions as arguments: Array.forEach","No-Library (pure JS)","examples/passing-functions-as-arguments-arrayforeach-ne2hmhn4","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/passing-functions-as-arguments-arrayforeach-ne2hmhn4/"
"http://jsfiddle.net/cscie3/enh2q7n0/","Private Properties in a Constructor Function","No-Library (pure JS)","examples/private-properties-in-a-constructor-function-enh2q7n0","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/private-properties-in-a-constructor-function-enh2q7n0/"
"http://jsfiddle.net/cscie3/gg8tycen/","prompt() with variables","No-Library (pure JS)","examples/prompt-with-variables-gg8tycen","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/prompt-with-variables-gg8tycen/"
"http://jsfiddle.net/cscie3/1qafhLbL/","Prototypes","No-Library (pure JS)","examples/prototypes-1qafhlbl","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/prototypes-1qafhlbl/"
"http://jsfiddle.net/cscie3/napxxjvb/","Prototypes can conserve memory","No-Library (pure JS)","examples/prototypes-can-conserve-memory-napxxjvb","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/prototypes-can-conserve-memory-napxxjvb/"
"http://jsfiddle.net/cscie3/expL4xLy/","Pseudo Class Selectors in jQuery","jQuery 1.11.0","examples/pseudo-class-selectors-in-jquery-expl4xly","https://jsfiddle.net/gh/get/jquery/1.11.0/arthurian/e3-jsfiddles/tree/master/examples/pseudo-class-selectors-in-jquery-expl4xly/"
"http://jsfiddle.net/cscie3/mLe9ybmn/","Regular Expressions in the HTML5 INPUT pattern attribute","No-Library (pure JS)","examples/regular-expressions-in-the-html5-input-pattern-attribute-mle9ybmn","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/regular-expressions-in-the-html5-input-pattern-attribute-mle9ybmn/"
"http://jsfiddle.net/cscie3/27euueez/","Retrieving Form Input Fields","No-Library (pure JS)","examples/retrieving-form-input-fields-27euueez","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/retrieving-form-input-fields-27euueez/"
"http://jsfiddle.net/cscie3/phjc85ac/","Retrieving Forms on Web Pages with Javascript","No-Library (pure JS)","examples/retrieving-forms-on-web-pages-with-javascript-phjc85ac","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/retrieving-forms-on-web-pages-with-javascript-phjc85ac/"
"http://jsfiddle.net/cscie3/f9rnedde/","Scope - A silly() function to control scope","No-Library (pure JS)","examples/scope-a-silly-function-to-control-scope-f9rnedde","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/scope-a-silly-function-to-control-scope-f9rnedde/"
"http://jsfiddle.net/cscie3/aft9z7bh/","Scope - self-invoking function to control scope","No-Library (pure JS)","examples/scope-self-invoking-function-to-control-scope-aft9z7bh","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/scope-self-invoking-function-to-control-scope-aft9z7bh/"
"http://jsfiddle.net/cscie3/cLouvxrs/","Scope - Your Best Friend (when it's not your worst enemy!)","No-Library (pure JS)","examples/scope-your-best-friend-when-its-not-your-worst-enemy-clouvxrs","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/scope-your-best-friend-when-its-not-your-worst-enemy-clouvxrs/"
"http://jsfiddle.net/cscie3/28r7mseq/","Simple AJAX call to load an HTML document","No-Library (pure JS)","examples/simple-ajax-call-to-load-an-html-document-28r7mseq","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/simple-ajax-call-to-load-an-html-document-28r7mseq/"
"http://jsfiddle.net/cscie3/jux0902u/","Simple function with one argument, no return value","No-Library (pure JS)","examples/simple-function-with-one-argument-no-return-value-jux0902u","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/simple-function-with-one-argument-no-return-value-jux0902u/"
"http://jsfiddle.net/cscie3/7pcn3ca4/","Simple Subtraction","No-Library (pure JS)","examples/simple-subtraction-7pcn3ca4","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/simple-subtraction-7pcn3ca4/"
"http://jsfiddle.net/cscie3/xfufc5yz/","Sum Integers Example","No-Library (pure JS)","examples/sum-integers-example-xfufc5yz","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/sum-integers-example-xfufc5yz/"
"http://jsfiddle.net/cscie3/8m10wxpt/","Template Literals vs. String Concatenation","No-Library (pure JS)","examples/template-literals-vs-string-concatenation-8m10wxpt","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/template-literals-vs-string-concatenation-8m10wxpt/"
"http://jsfiddle.net/cscie3/bmrux60q/","The global context === window ","No-Library (pure JS)","examples/the-global-context-window-bmrux60q","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/the-global-context-window-bmrux60q/"
"http://jsfiddle.net/cscie3/dafv7e4u/","The global context === window ","No-Library (pure JS)","examples/the-global-context-window-dafv7e4u","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/the-global-context-window-dafv7e4u/"
"http://jsfiddle.net/cscie3/33p01dzf/","Traditional Event Handler Attachment","No-Library (pure JS)","examples/traditional-event-handler-attachment-33p01dzf","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/traditional-event-handler-attachment-33p01dzf/"
"http://jsfiddle.net/cscie3/Lran4kk6/","Traversing an Object's Properties","No-Library (pure JS)","examples/traversing-an-objects-properties-lran4kk6","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/traversing-an-objects-properties-lran4kk6/"
"http://jsfiddle.net/cscie3/0kf4st8e/","","No-Library (pure JS)","examples/untitled-fiddle-0kf4st8e","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-0kf4st8e/"
"http://jsfiddle.net/cscie3/1ywfzju9/","","No-Library (pure JS)","examples/untitled-fiddle-1ywfzju9","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-1ywfzju9/"
"https://jsfiddle.net/cscie3/49cv06Ls/","","No-Library (pure JS)","examples/untitled-fiddle-49cv06ls","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-49cv06ls/"
"http://jsfiddle.net/cscie3/6Lj9dnrw/","","No-Library (pure JS)","examples/untitled-fiddle-6lj9dnrw","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-6lj9dnrw/"
"http://jsfiddle.net/cscie3/bx0259g4/","","No-Library (pure JS)","examples/untitled-fiddle-bx0259g4","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-bx0259g4/"
"http://jsfiddle.net/cscie3/cvx286p4/","","No-Library (pure JS)","examples/untitled-fiddle-cvx286p4","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-cvx286p4/"
"http://jsfiddle.net/cscie3/gj01vou3/","","No-Library (pure JS)","examples/untitled-fiddle-gj01vou3","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-gj01vou3/"
"http://jsfiddle.net/cscie3/p4vfxboh/","","No-Library (pure JS)","examples/untitled-fiddle-p4vfxboh","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-p4vfxboh/"
"https://jsfiddle.net/cscie3/thd6mh7d/","","No-Library (pure JS)","examples/untitled-fiddle-thd6mh7d","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-thd6mh7d/"
"https://jsfiddle.net/cscie3/wnfhxr3e/","","No-Library (pure JS)","examples/untitled-fiddle-wnfhxr3e","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/untitled-fiddle-wnfhxr3e/"
"http://jsfiddle.net/cscie3/avt23qkk/","Use Braces, comments, indenting! ","No-Library (pure JS)","examples/use-braces-comments-indenting-avt23qkk","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/use-braces-comments-indenting-avt23qkk/"
"http://jsfiddle.net/cscie3/3k9pft0b/","Using nodeType to select nodeValue/nodeName ","No-Library (pure JS)","examples/using-nodetype-to-select-nodevaluenodename-3k9pft0b","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/using-nodetype-to-select-nodevaluenodename-3k9pft0b/"
"http://jsfiddle.net/cscie3/2qwdvmeL/","Video6.5 - Basic Objects and Methods Example","No-Library (pure JS)","examples/video65-basic-objects-and-methods-example-2qwdvmel","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/video65-basic-objects-and-methods-example-2qwdvmel/"
"http://jsfiddle.net/cscie3/4f6b97jr/","Vue","No-Library (pure JS)","examples/vue-4f6b97jr","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/vue-4f6b97jr/"
"http://jsfiddle.net/cscie3/6e5sgv4u/","Vue","No-Library (pure JS)","examples/vue-6e5sgv4u","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/vue-6e5sgv4u/"
"http://jsfiddle.net/cscie3/f2zdq3hg/","Vue","No-Library (pure JS)","examples/vue-f2zdq3hg","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/vue-f2zdq3hg/"
"http://jsfiddle.net/cscie3/o15zfkd0/","Vue","No-Library (pure JS)","examples/vue-o15zfkd0","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/vue-o15zfkd0/"
"https://jsfiddle.net/cscie3/wsafmq3e/","Vue","No-Library (pure JS)","examples/vue-wsafmq3e","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/vue-wsafmq3e/"
"http://jsfiddle.net/cscie3/d3ogw6n4/","VueJS Component - Simple University List ","Vue 2.2.1","examples/vuejs-component-simple-university-list-d3ogw6n4","https://jsfiddle.net/gh/get/vue/2.2.1/arthurian/e3-jsfiddles/tree/master/examples/vuejs-component-simple-university-list-d3ogw6n4/"
"http://jsfiddle.net/cscie3/o66p2ups/","W3C Method - w/Mutliples","No-Library (pure JS)","examples/w3c-method-wmutliples-o66p2ups","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/w3c-method-wmutliples-o66p2ups/"
"http://jsfiddle.net/cscie3/vem6ogwh/","while and do-while","No-Library (pure JS)","examples/while-and-do-while-vem6ogwh","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/examples/while-and-do-while-vem6ogwh/"
"http://jsfiddle.net/cscie3/ngw7hbmv/","Practice Set - Arrays and Loops","No-Library (pure JS)","practice-sets/arrays-and-loops-ngw7hbmv","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/arrays-and-loops-ngw7hbmv/"
"http://jsfiddle.net/cscie3/p54LsL6y/","Practice Set - Basic Math and String Operations","No-Library (pure JS)","practice-sets/basic-math-and-string-operations-p54lsl6y","https://jsfiddle.net/gh/get/library/pure/arthurian/e3-jsfiddles/tree/master/practice-sets/basic-math-and-string-operations-p54lsl6y/"
